Vardas         Pavarde           Galutinis (med.)
Vardas82069    Pavarde82069      5.60    
Vardas78633    Pavarde78633      5.60    
Vardas13201    Pavarde13201      5.40    
Vardas731      Pavarde731        6.00    
Vardas53458    Pavarde53458      5.60    
Vardas20142    Pavarde20142      5.60    
Vardas75900    Pavarde75900      5.60    
Vardas82945    Pavarde82945      5.20    
Vardas59900    Pavarde59900      5.40    
Vardas53463    Pavarde53463      5.60    
Vardas50301    Pavarde50301      5.60    
Vardas23470    Pavarde23470      5.80    
Vardas21188    Pavarde21188      5.80    
Vardas13990    Pavarde13990      5.80    
Vardas17890    Pavarde17890      5.60    
Vardas42982    Pavarde42982      5.40    
Vardas1425     Pavarde1425       5.60    
Vardas59682    Pavarde59682      5.40    
Vardas99973    Pavarde99973      5.60    
Vardas90100    Pavarde90100      5.60    
Vardas21327    Pavarde21327      5.80    
Vardas43094    Pavarde43094      5.60    
Vardas90147    Pavarde90147      5.80    
Vardas65167    Pavarde65167      5.80    
Vardas50857    Pavarde50857      5.40    
Vardas71461    Pavarde71461      6.20    
Vardas99826    Pavarde99826      5.60    
Vardas90188    Pavarde90188      5.60    
Vardas65584    Pavarde65584      5.80    
Vardas54303    Pavarde54303      5.60    
Vardas47936    Pavarde47936      5.80    
Vardas17270    Pavarde17270      5.60    
Vardas99644    Pavarde99644      5.80    
Vardas44991    Pavarde44991      6.00    
Vardas65601    Pavarde65601      6.00    
Vardas27168    Pavarde27168      5.40    
Vardas11328    Pavarde11328      5.60    
Vardas99507    Pavarde99507      5.60    
Vardas99481    Pavarde99481      5.40    
Vardas25543    Pavarde25543      5.60    
Vardas876      Pavarde876        6.40    
Vardas63599    Pavarde63599      6.00    
Vardas42717    Pavarde42717      5.60    
Vardas15305    Pavarde15305      5.80    
Vardas99183    Pavarde99183      5.40    
Vardas27457    Pavarde27457      5.80    
Vardas80050    Pavarde80050      6.00    
Vardas32008    Pavarde32008      5.60    
Vardas641      Pavarde641        5.40    
Vardas61396    Pavarde61396      5.60    
Vardas637      Pavarde637        5.60    
Vardas69346    Pavarde69346      5.40    
Vardas54409    Pavarde54409      5.40    
Vardas74893    Pavarde74893      5.40    
Vardas86797    Pavarde86797      6.00    
Vardas4169     Pavarde4169       6.00    
Vardas74479    Pavarde74479      5.80    
Vardas2903     Pavarde2903       5.40    
Vardas60100    Pavarde60100      5.60    
Vardas376      Pavarde376        5.80    
Vardas61469    Pavarde61469      5.40    
Vardas11619    Pavarde11619      5.80    
Vardas77967    Pavarde77967      5.60    
Vardas20735    Pavarde20735      5.60    
Vardas15414    Pavarde15414      5.40    
Vardas98656    Pavarde98656      6.00    
Vardas324      Pavarde324        6.00    
Vardas27898    Pavarde27898      5.80    
Vardas4307     Pavarde4307       5.60    
Vardas27909    Pavarde27909      5.40    
Vardas48479    Pavarde48479      5.40    
Vardas42223    Pavarde42223      5.60    
Vardas48527    Pavarde48527      5.80    
Vardas73572    Pavarde73572      5.60    
Vardas15498    Pavarde15498      5.80    
Vardas20501    Pavarde20501      6.00    
Vardas2837     Pavarde2837       5.80    
Vardas17031    Pavarde17031      5.40    
Vardas91609    Pavarde91609      5.80    
Vardas50       Pavarde50         5.60    
Vardas48562    Pavarde48562      5.80    
Vardas69588    Pavarde69588      5.40    
Vardas66426    Pavarde66426      5.80    
Vardas42096    Pavarde42096      5.40    
Vardas77207    Pavarde77207      5.60    
Vardas45411    Pavarde45411      5.20    
Vardas54539    Pavarde54539      5.80    
Vardas45439    Pavarde45439      5.60    
Vardas91899    Pavarde91899      6.20    
Vardas55771    Pavarde55771      5.40    
Vardas38393    Pavarde38393      6.20    
Vardas20284    Pavarde20284      5.20    
Vardas28343    Pavarde28343      5.40    
Vardas58542    Pavarde58542      5.40    
Vardas41902    Pavarde41902      6.00    
Vardas28459    Pavarde28459      5.80    
Vardas50504    Pavarde50504      6.00    
Vardas35319    Pavarde35319      5.60    
Vardas92228    Pavarde92228      5.80    
Vardas67711    Pavarde67711      5.80    
Vardas77240    Pavarde77240      5.80    
Vardas56021    Pavarde56021      5.60    
Vardas29331    Pavarde29331      6.20    
Vardas34734    Pavarde34734      6.00    
Vardas14703    Pavarde14703      5.40    
Vardas29396    Pavarde29396      5.40    
Vardas29403    Pavarde29403      5.60    
Vardas4662     Pavarde4662       5.60    
Vardas40998    Pavarde40998      6.00    
Vardas53530    Pavarde53530      5.60    
Vardas54654    Pavarde54654      5.80    
Vardas80724    Pavarde80724      5.60    
Vardas92386    Pavarde92386      5.60    
Vardas46005    Pavarde46005      5.60    
Vardas80728    Pavarde80728      5.80    
Vardas51620    Pavarde51620      6.20    
Vardas23388    Pavarde23388      5.40    
Vardas36620    Pavarde36620      5.60    
Vardas93560    Pavarde93560      5.40    
Vardas53562    Pavarde53562      5.40    
Vardas50465    Pavarde50465      5.60    
Vardas40873    Pavarde40873      5.60    
Vardas80771    Pavarde80771      5.80    
Vardas93721    Pavarde93721      6.20    
Vardas32808    Pavarde32808      6.00    
Vardas34522    Pavarde34522      6.00    
Vardas84167    Pavarde84167      5.80    
Vardas85148    Pavarde85148      6.00    
Vardas23249    Pavarde23249      5.60    
Vardas16026    Pavarde16026      5.80    
Vardas85100    Pavarde85100      5.60    
Vardas29897    Pavarde29897      5.60    
Vardas86102    Pavarde86102      5.60    
Vardas9269     Pavarde9269       5.20    
Vardas80868    Pavarde80868      5.60    
Vardas65906    Pavarde65906      5.60    
Vardas94357    Pavarde94357      5.60    
Vardas84973    Pavarde84973      5.40    
Vardas34232    Pavarde34232      6.20    
Vardas72801    Pavarde72801      5.60    
Vardas37032    Pavarde37032      5.80    
Vardas16186    Pavarde16186      5.80    
Vardas34182    Pavarde34182      5.60    
Vardas16203    Pavarde16203      5.40    
Vardas69918    Pavarde69918      6.00    
Vardas75422    Pavarde75422      5.80    
Vardas77496    Pavarde77496      5.80    
Vardas80949    Pavarde80949      5.80    
Vardas57774    Pavarde57774      5.80    
Vardas34104    Pavarde34104      6.00    
Vardas94757    Pavarde94757      5.60    
Vardas16253    Pavarde16253      5.60    
Vardas56277    Pavarde56277      5.60    
Vardas94796    Pavarde94796      5.60    
Vardas20000    Pavarde20000      6.00    
Vardas84759    Pavarde84759      5.60    
Vardas9153     Pavarde9153       5.40    
Vardas94882    Pavarde94882      6.00    
Vardas18684    Pavarde18684      5.60    
Vardas5887     Pavarde5887       5.40    
Vardas80997    Pavarde80997      5.80    
Vardas68477    Pavarde68477      5.60    
Vardas46400    Pavarde46400      5.60    
Vardas17572    Pavarde17572      6.00    
Vardas9141     Pavarde9141       6.20    
Vardas81020    Pavarde81020      5.40    
Vardas13802    Pavarde13802      5.60    
Vardas95054    Pavarde95054      5.60    
Vardas76444    Pavarde76444      5.60    
Vardas9105     Pavarde9105       5.60    
Vardas16341    Pavarde16341      5.80    
Vardas48978    Pavarde48978      5.40    
Vardas84550    Pavarde84550      5.40    
Vardas49875    Pavarde49875      6.20    
Vardas81105    Pavarde81105      6.20    
Vardas95245    Pavarde95245      5.80    
Vardas72589    Pavarde72589      6.20    
Vardas95268    Pavarde95268      6.00    
Vardas75512    Pavarde75512      5.80    
Vardas60736    Pavarde60736      5.40    
Vardas22735    Pavarde22735      5.80    
Vardas39879    Pavarde39879      5.60    
Vardas97251    Pavarde97251      5.40    
Vardas53986    Pavarde53986      5.80    
Vardas30867    Pavarde30867      5.60    
Vardas84396    Pavarde84396      5.80    
Vardas19923    Pavarde19923      5.60    
Vardas95462    Pavarde95462      5.20    
Vardas84393    Pavarde84393      5.20    
Vardas75524    Pavarde75524      5.60    
Vardas55412    Pavarde55412      5.60    
Vardas14713    Pavarde14713      5.80    
Vardas52342    Pavarde52342      5.80    
Vardas95506    Pavarde95506      5.40    
Vardas6250     Pavarde6250       5.40    
Vardas97194    Pavarde97194      5.60    
Vardas55907    Pavarde55907      5.60    
Vardas22662    Pavarde22662      5.80    
Vardas22641    Pavarde22641      5.60    
Vardas95721    Pavarde95721      6.20    
Vardas49655    Pavarde49655      5.60    
Vardas19146    Pavarde19146      5.60    
Vardas95780    Pavarde95780      5.80    
Vardas62052    Pavarde62052      5.40    
Vardas8947     Pavarde8947       5.40    
Vardas95880    Pavarde95880      5.60    
Vardas33614    Pavarde33614      5.80    
Vardas57430    Pavarde57430      5.60    
Vardas4874     Pavarde4874       5.80    
Vardas35845    Pavarde35845      5.60    
Vardas15769    Pavarde15769      5.60    
Vardas19259    Pavarde19259      5.60    
Vardas72447    Pavarde72447      5.40    
Vardas31256    Pavarde31256      5.60    
Vardas33512    Pavarde33512      6.00    
Vardas31271    Pavarde31271      5.80    
Vardas84121    Pavarde84121      5.80    
Vardas33484    Pavarde33484      6.00    
Vardas60856    Pavarde60856      5.80    
Vardas92806    Pavarde92806      5.40    
Vardas50233    Pavarde50233      5.60    
Vardas82239    Pavarde82239      6.20    
Vardas22404    Pavarde22404      5.60    
Vardas6555     Pavarde6555       5.80    
Vardas55395    Pavarde55395      5.20    
Vardas79278    Pavarde79278      5.40    
Vardas96986    Pavarde96986      6.00    
Vardas33408    Pavarde33408      5.60    
Vardas6598     Pavarde6598       5.80    
Vardas57310    Pavarde57310      5.20    
Vardas37707    Pavarde37707      5.20    
Vardas37708    Pavarde37708      5.60    
Vardas96971    Pavarde96971      6.00    
Vardas39284    Pavarde39284      5.60    
Vardas39277    Pavarde39277      5.20    
Vardas83926    Pavarde83926      6.00    
Vardas96291    Pavarde96291      5.60    
Vardas96294    Pavarde96294      5.60    
Vardas37738    Pavarde37738      6.20    
Vardas31531    Pavarde31531      5.60    
Vardas96360    Pavarde96360      5.40    
Vardas59664    Pavarde59664      5.60    
Vardas39211    Pavarde39211      5.60    
Vardas28980    Pavarde28980      5.80    
Vardas8787     Pavarde8787       5.80    
Vardas6742     Pavarde6742       5.80    
Vardas19536    Pavarde19536      5.80    
Vardas75698    Pavarde75698      5.60    
Vardas66890    Pavarde66890      5.80    
Vardas79235    Pavarde79235      5.20    
Vardas44376    Pavarde44376      5.80    
Vardas25764    Pavarde25764      5.80    
Vardas74541    Pavarde74541      5.40    
Vardas6885     Pavarde6885       6.00    
Vardas66848    Pavarde66848      5.80    
Vardas75742    Pavarde75742      5.60    
Vardas85842    Pavarde85842      5.80    
Vardas12690    Pavarde12690      5.20    
Vardas88633    Pavarde88633      5.80    
Vardas85834    Pavarde85834      5.60    
Vardas22175    Pavarde22175      5.60    
Vardas6902     Pavarde6902       6.20    
Vardas68572    Pavarde68572      5.60    
Vardas10593    Pavarde10593      6.00    
Vardas25835    Pavarde25835      5.00    
Vardas25532    Pavarde25532      5.20    
Vardas88684    Pavarde88684      5.60    
Vardas10361    Pavarde10361      5.60    
Vardas12193    Pavarde12193      5.40    
Vardas88709    Pavarde88709      5.60    
Vardas22094    Pavarde22094      5.60    
Vardas61001    Pavarde61001      5.80    
Vardas83417    Pavarde83417      5.80    
Vardas8626     Pavarde8626       5.80    
Vardas19731    Pavarde19731      5.60    
Vardas66760    Pavarde66760      5.80    
Vardas82219    Pavarde82219      5.80    
Vardas88802    Pavarde88802      5.80    
Vardas79550    Pavarde79550      5.80    
Vardas64041    Pavarde64041      5.80    
Vardas93055    Pavarde93055      5.40    
Vardas12592    Pavarde12592      5.60    
Vardas2379     Pavarde2379       5.80    
Vardas41302    Pavarde41302      5.60    
Vardas14603    Pavarde14603      5.60    
Vardas33165    Pavarde33165      5.60    
Vardas88937    Pavarde88937      5.60    
Vardas79000    Pavarde79000      5.80    
Vardas64449    Pavarde64449      5.60    
Vardas64533    Pavarde64533      5.80    
Vardas74292    Pavarde74292      5.60    
Vardas85746    Pavarde85746      5.60    
Vardas25156    Pavarde25156      5.80    
Vardas81745    Pavarde81745      5.80    
Vardas50332    Pavarde50332      5.40    
Vardas26191    Pavarde26191      5.80    
Vardas81776    Pavarde81776      5.60    
Vardas89061    Pavarde89061      5.60    
Vardas21817    Pavarde21817      5.60    
Vardas59377    Pavarde59377      5.60    
Vardas55598    Pavarde55598      5.60    
Vardas63722    Pavarde63722      5.40    
Vardas80611    Pavarde80611      5.80    
Vardas13415    Pavarde13415      5.60    
Vardas75914    Pavarde75914      5.60    
Vardas78891    Pavarde78891      5.80    
Vardas96643    Pavarde96643      6.00    
Vardas14943    Pavarde14943      5.80    
Vardas12012    Pavarde12012      5.80    
Vardas19623    Pavarde19623      5.80    
Vardas25056    Pavarde25056      5.60    
Vardas78862    Pavarde78862      5.80    
Vardas76941    Pavarde76941      5.60    
Vardas8012     Pavarde8012       6.00    
Vardas76767    Pavarde76767      6.00    
Vardas1843     Pavarde1843       5.80    
Vardas21593    Pavarde21593      5.20    
Vardas3564     Pavarde3564       5.40    
Vardas78276    Pavarde78276      5.60    
Vardas63675    Pavarde63675      5.60    
Vardas74082    Pavarde74082      5.60    
Vardas70708    Pavarde70708      5.60    
Vardas1702     Pavarde1702       5.80    
Vardas43329    Pavarde43329      5.20    
Vardas50937    Pavarde50937      5.40    
Vardas79790    Pavarde79790      5.60    
Vardas11057    Pavarde11057      5.60    
Vardas3664     Pavarde3664       5.60    
Vardas74065    Pavarde74065      5.60    
Vardas26783    Pavarde26783      5.20    
Vardas19554    Pavarde19554      5.60    
Vardas76539    Pavarde76539      5.80    
Vardas80648    Pavarde80648      5.40    
Vardas24808    Pavarde24808      5.60    
Vardas78576    Pavarde78576      5.60    
Vardas77555    Pavarde77555      5.80    
Vardas7913     Pavarde7913       5.80    
Vardas15259    Pavarde15259      5.40    
Vardas54307    Pavarde54307      5.40    
Vardas3894     Pavarde3894       5.00    
Vardas75799    Pavarde75799      5.60    
Vardas58083    Pavarde58083      5.60    
Vardas66066    Pavarde66066      5.60    
Vardas12731    Pavarde12731      5.60    
Vardas51674    Pavarde51674      5.60    
Vardas89385    Pavarde89385      5.80    
Vardas46505    Pavarde46505      5.20    
Vardas99465    Pavarde99465      5.60    
Vardas85217    Pavarde85217      5.60    
Vardas12691    Pavarde12691      5.60    
Vardas10393    Pavarde10393      5.60    
Vardas48275    Pavarde48275      5.60    
Vardas37890    Pavarde37890      5.40    
Vardas14317    Pavarde14317      5.60    
Vardas35895    Pavarde35895      5.60    
Vardas22195    Pavarde22195      6.00    
Vardas95166    Pavarde95166      5.40    
Vardas17034    Pavarde17034      5.60    
Vardas74495    Pavarde74495      6.00    
Vardas99627    Pavarde99627      6.00    
Vardas67180    Pavarde67180      5.80    
Vardas62314    Pavarde62314      5.60    
Vardas90383    Pavarde90383      6.00    
Vardas71674    Pavarde71674      5.60    
Vardas18241    Pavarde18241      5.80    
Vardas98245    Pavarde98245      5.20    
Vardas81489    Pavarde81489      5.40    
Vardas84339    Pavarde84339      5.40    
Vardas18997    Pavarde18997      5.60    
Vardas4216     Pavarde4216       5.80    
Vardas20829    Pavarde20829      5.60    
Vardas42069    Pavarde42069      5.60    
Vardas30364    Pavarde30364      5.40    
